zip,tract
3062,33011011101
3062,33011011402
3062,33011011200
3062,33011011300
3063,33011010302
3063,33011010200
3063,33011010301
3064,33011010500
3064,33011010400
3064,33011010100
3064,33011010600
3070,33011002701
3070,33011020000
3070,33011019501
3071,33011022500
3073,33015100100
3076,33011012300
3076,33015100301
3076,33011200100
3076,33011200300
3076,33011200200
3077,33015050000
3077,33015055001
3077,33015055002
3077,33015051000
3079,33015103100
3079,33015106101
3079,33015100200
3079,33015100302
3079,33015100400
3079,33015100100
3079,33015100301
3082,33011020000
3082,33011019501
3084,33011019000
3084,33011022500
3086,33011018502
3086,33011019000
3087,33015003901
3087,33015106102
3087,33015106101
3087,33015003602
3101,33011200400
3101,33011001900
3101,33011001400
3101,33011000600
3102,33011002702
3102,33011002200
3102,33011002000
3102,33011001400
3102,33011001900
3102,33011002800
3102,33011000202
3102,33011000204
3102,33011002300
3102,33013003001
3102,33011000203
3102,33011002902
3102,33011002100
3102,33011000300
3103,33011002400
3103,33011001800
3103,33015980011
3103,33011001400
3103,33011002800
3103,33011001900
3103,33011001600
3103,33011002600
3103,33011001700
3103,33011980101
3103,33015003703
3103,33011200400
3103,33011002500
3103,33011001500
3103,33011001200
3104,33011000800
3104,33011001300
3104,33011200400
3104,33011000101
3104,33011001100
3104,33015004000
3104,33011001600
3104,33011000102
3104,33013044200
3104,33011001500
3104,33011001200
3104,33011001000
3104,33011001400
3104,33011000902
3104,33011000700
3104,33011000901
3104,33013003006
3104,33011000600
3105,33011200400
3106,33013003001
3106,33013044200
3106,33011000204
3106,33013031001
3106,33013003006
3108,33011002600
3109,33011001200
3109,33011002600
3109,33011001100
3109,33011002500
3109,33011001000
3109,33011001700
3109,33011001800
3110,33011002600
3110,33011015100
3110,33011002903
3110,33011002901
3110,33011002902
3110,33011001000
3111,33011002600
3215,33009960400
3216,33013042500
3216,33013041500
3217,33009961100
3217,33001965100
3218,33001965700
3220,33013044000
3220,33001965600
3220,33001965800
3220,33001965900
3221,33013038500
3221,33013040500
3222,33009961200
3222,33009961300
3223,33009961000
3223,33009960800
3223,33009960400
3224,33013032800
3224,33013036000
3224,33013044000
3224,33013037000
3225,33001965700
3225,33001966500
3226,33003956300
3226,33001965200
3226,33001965100
3227,33003955600
3229,33013039000
3229,33013044300
3229,33013030000
3229,33013038500
3230,33013041500
3231,33013042500
3233,33013041000
3234,33013034000
3234,33013032100
3234,33013003200
3235,33013043002
3235,33013042500
3235,33013041500
3235,33013043001
3237,33001965600
3237,33013037000
3238,33009960500
3240,33009961300
3240,33009961200
3241,33009961200
3241,33009960900
3242,33013040000
3242,33013038500
3242,33013039000
3243,33009961300
3243,33013041500
3244,33019975500
3244,33011025500
3244,33011025000
3244,33011021500
3245,33009961100
3245,33001965100
3246,33001966000
3246,33001965200
3246,33001965800
3246,33001966401
3246,33001966402
3246,33001966100
3246,33001966200
3246,33001965900
3249,33001966402
3249,33001966401
3249,33001965900
3249,33001966200
3251,33009960400
3252,33001965598
3253,33001965200
3253,33001965400
3253,33001966000
3253,33001965100
3253,33001965300
3254,33003956300
3254,33001965200
3254,33003956400
3255,33013040500
3256,33001965100
3256,33001965300
3257,33013041000
3257,33019975200
3257,33013040500
3258,33013036000
3258,33013034000
3258,33013033000
3259,33003955600
3260,33013040500
3261,33017086000
3261,33015057000
3261,33015056000
3261,33015058000
3262,33009960500
3262,33009960400
3263,33013036000
3263,33013033000
3263,33013034000
3263,33013035000
3264,33009961100
3264,33009961200
3264,33009961000
3264,33009960800
3266,33009960800
3266,33009960900
3268,33013042500
3269,33001965300
3269,33001965400
3272,33013040500
3273,33013040500
3275,33013003100
3275,33013003200
3275,33013033000
3276,33013037000
3276,33001965400
3276,33001965598
3276,33013044000
3278,33013040500
3278,33013042500
3278,33013038500
3278,33013031002
3279,33009960500
3280,33005970400
3280,33019975500
3280,33011025500
3280,33013040500
3281,33011020000
3281,33013039000
3281,33011021000
3282,33009960700
3284,33019975200
3285,33009960400
3285,33009960800
3287,33013042500
3287,33013040500
3287,33013041000
3287,33013041500
3289,33001965800
3290,33015055002
3290,33017085000
3290,33015057000
3290,33015059000
3290,33017080500
3290,33015058000
3291,33015058000
3299,33001965300
3301,33013032400
3301,33013032900
3301,33013032706
3301,33013044100
3301,33013032200
3301,33013032300
3301,33013032500
3301,33013031002
3301,33013037000
3301,33013032800
3301,33013032100
3301,33013032600
3302,33013044100
3303,33013044300
3303,33013032706
3303,33013042500
3303,33013032701
3303,33013032500
3303,33013038000
3303,33013032600
3303,33013038500
3304,33013039000
3304,33013031001
3304,33011002701
3304,33013032500
3304,33013031002
3305,33013032900
3307,33013032400
3307,33013036000
3307,33013035000
3307,33013037000
3431,33005970900
3431,33005971401
3431,33005971300
3431,33005971100
3431,33005970200
3431,33005970400
3431,33005971402
3431,33005970100
3431,33005971000
3435,33005971401
3440,33011025000
3440,33011025500
3441,33005971700
3442,33011021500
3443,33005971500
3444,33005970400
3445,33005970100
3445,33005970400
3446,33005970700
3446,33005970800
3446,33005970900
3447,33005970700
3447,33005970600
3448,33005971000
3448,33005970100
3449,33011024000
3450,33005970400
3451,33005971700
3451,33005971600
3452,33005970500
3452,33005970800
3452,33005970400
3452,33011023000
3452,33005970600
3455,33005970400
3455,33005970500
3455,33005970800
3456,33005970100
3457,33005970400
3458,33011022500
3458,33005970400
3458,33011023000
3461,33005970700
3461,33005970600
3462,33005971500
3464,33005970400
3465,33005970700
3465,33005970800
3465,33005970900
3466,33005971500
3467,33005971500
3468,33011023000
3469,33005970900
3470,33005971700
3470,33005970700
3561,33009960200
3561,33009960100
3570,33007950700
3570,33007950600
3570,33007950800
3574,33009960100
3574,33007951100
3574,33009960200
3575,33007951000
3576,33007950300
3576,33007950100
3576,33007950200
3579,33007950300
3580,33009960200
3580,33009960300
3581,33007950900
3582,33007950300
3582,33007950400
3583,33007951000
3584,33007950500
3584,33007950400
3584,33007951000
3585,33009960200
3585,33009960300
3586,33009960300
3586,33009960200
3588,33007950300
3589,33007951000
3590,33007950200
3590,33007950400
3592,33007950100
3593,33007951000
3595,33007951000
3597,33007950100
3598,33007951100
3598,33009960200
3598,33007951000
3601,33019975600
3602,33019975600
3602,33005970100
3603,33019975700
3603,33019975600
3604,33005970200
3605,33019975600
3605,33019975500
3607,33019975600
3607,33019975500
3608,33005970200
3609,33005970200
3740,33009960300
3740,33009960600
3741,33009961300
3741,33009961400
3743,33019975800
3743,33019975700
3743,33019975902
3743,33019975901
3743,33019975600
3745,33019975100
3746,33019975100
3748,33009961601
3748,33009961400
3748,33009961500
3748,33019975200
3749,33009961500
3750,33009961601
3751,33019975300
3752,33019975600
3752,33019975500
3753,33019975200
3753,33009961500
3754,33019975400
3755,33009961601
3755,33009961602
3755,33009961700
3756,33009961700
3765,33009960600
3766,33009961700
3766,33009961800
3768,33009960900
3769,33009960900
3770,33019975100
3771,33009960300
3773,33019975400
3773,33019975600
3773,33019975500
3773,33019975200
3774,33009960600
3777,33009960700
3777,33009960900
3779,33009960600
3779,33009960700
3780,33009960500
3780,33009960600
3780,33009960700
3781,33019975100
3782,33019975300
3782,33013041000
3782,33019975200
3784,33009961800
3784,33009961700
3784,33009961602
3785,33009960300
3785,33009960500
3785,33009960600
3801,33015107200
3801,33015069700
3801,33015069300
3801,33015107100
3801,33015107500
3801,33015069100
3801,33015069200
3801,33015107400
3802,33015069100
3803,33015107500
3804,23031038001
3809,33001966500
3809,33017088500
3810,33001966500
3811,33015104102
3811,33015003602
3811,33015100100
3811,33015103100
3812,33003955100
3813,33003955600
3813,33003955500
3813,33003955400
3813,33003955300
3814,33003955900
3814,33003956400
3814,33003955800
3814,33003956300
3815,33017086000
3816,33003956400
3817,33003955600
3818,33003955500
3818,33003955400
3818,33003955300
3818,33003955600
3819,33015053000
3820,33017081300
3820,33017081400
3820,33017081500
3820,33017082000
3820,33017081100
3820,33017083002
3820,33017081200
3820,33017081600
3820,33017080500
3821,33017081300
3822,33017081600
3823,33017081600
3823,33017080500
3823,33017081100
3823,33017080202
3824,33017080100
3824,33017080204
3824,33017080202
3824,33015067502
3824,33017080203
3824,33017080500
3825,33017084600
3825,33015057000
3825,33017080500
3825,33017084500
3825,33017085000
3825,33017086000
3826,33015053000
3826,33015104101
3826,33015052000
3827,33015062500
3827,33015105100
3827,33015062000
3830,33003956000
3832,33003955500
3833,33015106400
3833,33015106200
3833,33015060000
3833,33015062500
3833,33015062000
3833,33015061001
3833,33015067000
3835,33017088000
3835,33017084600
3835,33017084200
3835,33017087000
3836,33003955500
3836,33003955800
3836,33003955900
3837,33001965600
3837,33001966500
3837,33001965700
3838,33003955100
3839,33017084400
3839,33017084600
3839,33017084500
3840,33015107500
3840,33015067000
3841,33015104102
3841,33015104101
3841,33015052000
3842,33015065007
3842,33015065001
3842,33015065008
3842,33015066000
3842,33015065006
3842,33015065005
3843,33015065001
3844,33015064000
3844,33015063001
3845,33003955100
3845,33003955300
3846,33003955100
3847,33003955300
3848,33015105100
3848,33015060000
3848,33015104101
3848,33015102100
3849,33003955500
3849,33003955400
3850,33003956400
3851,33017087000
3851,33017088000
3852,33017088000
3853,33003956400
3854,33015069700
3855,33017088500
3856,33015067501
3857,33017080500
3857,33015059000
3857,33015067502
3857,33015067501
3858,33015102100
3858,33015105100
3859,33015102100
3860,33003955100
3860,33003955300
3860,33003955400
3861,33017080500
3862,33015065006
3862,33015066000
3862,33015067000
3864,33003955900
3864,33003956100
3864,33003955800
3865,33015101100
3865,33015105100
3866,33017084300
3867,33017084200
3867,33017084500
3867,33017083002
3867,33017084600
3867,33017081600
3867,33017083001
3867,33017084300
3867,33017084100
3867,33017084400
3868,33017084200
3868,33017084100
3868,33017084300
3868,33017084500
3869,33017082000
3870,33015066000
3870,33015071000
3871,33015071000
3872,33003956100
3872,33003956000
3873,33015053000
3873,33015052000
3873,33015104101
3874,33015063001
3874,33015064000
3874,33015063002
3874,33015065008
3875,33003955500
3875,33003955600
3878,33017083001
3878,33017081600
3878,33017083002
3878,33017082000
3882,33003955800
3883,33003955600
3884,33017086000
3884,33015057000
3885,33015066000
3885,33015106400
3885,33015107500
3885,33015067000
3886,33003955600
3886,33003955900
3887,33003956000
3887,33017088500
3890,33003955900
3890,33003955600
3894,33003956000
3894,33003956400
3894,33003956100
3896,33003956100
3897,33003955600
3901,23031032000
3901,23031033000
3901,23031035000
3902,23031036002
3902,23031036001
3903,23031037000
3904,23031036002
3904,23031038002
3904,23031038001
3905,23031038001
3905,23031038002
3906,23031035000
3906,23031033000
3907,23031034001
3908,23031032000
3908,23031035000
3908,23031036002
3909,23031036002
3909,23031036001
3910,23031036001
3911,23031036001
4001,23031023500
4002,23031028001
4002,23031029000
4002,23031024000
4002,23031024500
4003,23005017102
4004,23031020000
4005,23031025300
4005,23031025100
4005,23031025202
4005,23031024500
4005,23031025400
4005,23031025201
4005,23031027000
4006,23031025400
4008,23023970301
4008,23023970200
4008,23023970100
4009,23005016000
4009,23017966800
4010,23017966700
4010,23017966800
4011,23005017101
4011,23005011300
4011,23005011201
4011,23005011202
4011,23005011100
4013,23005004502
4014,23031027000
4015,23005013000
4016,23017966600
4017,23005004200
4019,23005002400
4020,23031022500
4021,23005002502
4021,23005004600
4021,23005004200
4022,23017966800
4024,23005016500
4027,23031031000
4027,23031032000
4028,23031022500
4029,23005016500
4030,23031024000
4030,23031024500
4032,23005004502
4032,23005011500
4032,23005004401
4032,23005004501
4033,23005004501
4033,23005004502
4034,23005004501
4037,23017966700
4037,23017966800
4037,23017966000
4038,23005004100
4038,23005017002
4038,23031020000
4038,23005004001
4038,23005004002
4039,23005011500
4039,23005004702
4039,23005012000
4039,23005004200
4039,23005004701
4040,23017966600
4040,23005015000
4040,23005016000
4041,23017966900
4042,23031021000
4043,23031024500
4043,23031034001
4043,23031028001
4043,23031028002
4046,23031027000
4046,23031028002
4046,23031024500
4046,23031026000
4047,23031022500
4048,23031023000
4049,23031022000
4050,23005002400
4051,23017966600
4051,23017966000
4054,23031034001
4055,23005015000
4055,23005014000
4055,23005013000
4056,23031023500
4057,23005016000
4061,23031024000
4062,23005002502
4062,23005004801
4062,23005004803
4062,23005004802
4063,23031006102
4064,23031006101
4064,23031006102
4064,23031005200
4066,23005017102
4068,23017966900
4069,23005011500
4069,23005004600
4070,23005017301
4071,23005012000
4071,23005004801
4071,23005017002
4071,23005004701
4072,23031005400
4072,23031005100
4072,23031005200
4072,23031005300
4073,23031030100
4073,23031030201
4073,23031030202
4073,23031034002
4073,23031030203
4073,23031030300
4074,23005017303
4074,23005017304
4074,23005004001
4074,23005003000
4074,23005017301
4074,23005003300
4076,23031024000
4076,23031023500
4077,23005013000
4078,23005004502
4079,23005017101
4079,23005017102
4082,23005004803
4083,23031030201
4083,23031030100
4084,23031020000
4084,23005017001
4084,23005017002
4085,23005017001
4086,23023970302
4086,23023970200
4086,23023970301
4087,23031024000
4087,23031029000
4088,23017966000
4088,23017966600
4090,23031034001
4090,23031034002
4091,23005016500
4092,23005002900
4092,23005002700
4092,23005004001
4092,23005002600
4092,23005002800
4093,23031005100
4093,23031020000
4093,23005004002
4094,23031028001
4095,23031023500
4096,23005004401
4096,23005004600
4096,23005004200
4096,23005004402
4096,23005004501
4097,23005011500
4097,23005004600
4097,23005004702
4098,23005002900
4101,23005000600
4101,23005001800
4101,23005001000
4101,23005000100
4101,23005001300
4101,23005000200
4101,23005001100
4101,23005000300
4101,23005000500
4101,23005001500
4102,23005002400
4102,23005001500
4102,23005001700
4102,23005001300
4102,23005001100
4102,23005001900
4102,23005001200
4102,23005002001
4102,23005002800
4102,23005002002
4102,23005002102
4102,23005001000
4102,23005000300
4102,23005003000
4103,23005002101
4103,23005002300
4103,23005001900
4103,23005002200
4103,23005001500
4103,23005001700
4103,23005001800
4103,23005002102
4103,23005002001
4104,23005000600
4105,23005002501
4105,23005002300
4105,23005002502
4106,23005003400
4106,23005003100
4106,23005003200
4106,23005003702
4106,23005003300
4106,23005003000
4106,23005003701
4106,23005003500
4106,23005017301
4107,23005003701
4107,23005003702
4107,23005003400
4108,23005001700
4108,23005002400
4109,23005003300
4109,23005002400
4110,23005004200
4112,23005000300
4116,23005003200
4122,23005002002
4123,23005002002
4124,23005002002
4210,23001010700
4210,23001010500
4210,23001010100
4210,23001010200
4210,23001010300
4210,23001041500
4210,23001010800
4210,23001010400
4210,23001010600
4211,23001010700
4212,23001010100
4216,23017965100
4217,23017966600
4217,23017965900
4217,23017965100
4217,23017966000
4219,23017965900
4219,23017966000
4220,23017966300
4220,23001043000
4220,23017965800
4220,23001042000
4221,23017965800
4221,23017965700
4222,23005011500
4222,23001030100
4222,23001040000
4223,23001010600
4224,23017965700
4224,23007970602
4225,23007970602
4226,23017965100
4227,23007971300
4228,23001044000
4230,23001041000
4231,23017966000
4234,23007971300
4236,23001045000
4236,23001046000
4237,23017965900
4238,23001041500
4238,23017966300
4239,23001044000
4239,23007971100
4239,23007971400
4239,23017965700
4240,23001020500
4240,23001020100
4240,23001020800
4240,23001020200
4240,23001020600
4240,23001020700
4240,23001020300
4240,23001020400
4240,23001020900
4240,23001030100
4241,23001020600
4243,23001020100
4250,23001046500
4250,23001030100
4250,23001020600
4252,23001030100
4252,23023970200
4252,23001030200
4253,23001043000
4254,23001044000
4254,23011014500
4255,23017966000
4256,23001041500
4257,23017965400
4258,23001010200
4258,23001010700
4258,23001041500
4258,23001010800
4259,23011013000
4260,23001040000
4260,23001041000
4260,23005011500
4260,23005004702
4261,23017965100
4262,23007971400
4263,23001046000
4263,23001045000
4265,23011014500
4265,23011013000
4266,23001042000
4267,23017966600
4268,23017966000
4268,23017966500
4268,23017966400
4268,23017966200
4270,23017966300
4270,23001041000
4270,23017966400
4271,23017966200
4274,23001041000
4275,23017965400
4276,23017965600
4276,23017965500
4280,23001030100
4280,23001020800
4280,23001046500
4281,23017966100
4281,23017966400
4281,23017966200
4282,23001010200
4282,23001042000
4284,23011014500
4285,23007970602
4286,23017965900
4287,23023970200
4287,23011012000
4288,23001041500
4289,23017966000
4289,23017966200
4289,23017965800
4289,23017966100
4290,23017965800
4291,23001041000
4292,23017965800
4292,23017966000
4294,23007971300
4294,23007970602
4294,23007971000
4330,23011010400
4330,23011010500
4330,23011017000
4330,23011010200
4330,23011010100
4330,23011010600
4330,23011010801
4330,23011010300
4330,23011010700
4332,23011010400
4333,23011010400
4336,23011010400
4338,23011010300
4341,23015975100
4342,23015975500
4343,23011014000
4344,23011010900
4344,23011010700
4344,23011010802
4344,23011010801
4345,23023970100
4345,23011010900
4345,23011010802
4345,23011010600
4345,23011011000
4346,23011010600
4347,23011010700
4348,23015975100
4349,23011014500
4349,23011015000
4350,23011013000
4350,23011012000
4351,23011010801
4352,23011016000
4352,23011015500
4352,23011015000
4353,23011010600
4353,23015975100
4353,23011019000
4354,23027046001
4354,23015975100
4355,23011014000
4355,23011015000
4355,23011015500
4357,23011011000
4357,23023970100
4358,23027046001
4358,23011020000
4359,23011011000
4360,23011015500
4363,23011020000
4363,23011019000
4364,23011015000
4364,23011014000
4401,23019002000
4401,23019010000
4401,23019000600
4401,23019000700
4401,23019000200
4401,23019000300
4401,23019031100
4401,23019005000
4401,23019020500
4401,23019000900
4401,23019031300
4401,23019000400
4401,23019000500
4402,23019000500
4406,23021960400
4406,23021960500
4408,23009965100
4410,23019020500
4411,23019008001
4412,23019004200
4412,23019004300
4412,23019004100
4413,23029955100
4414,23021960302
4414,23021960900
4415,23021960900
4416,23009965400
4416,23009965300
4417,23019028000
4417,23019024500
4418,23019024500
4418,23019008001
4418,23019022500
4419,23019011000
4420,23009966400
4421,23009966400
4422,23019031200
4424,23003952900
4424,23029955100
4426,23021960600
4426,23021960800
4426,23021960400
4426,23021960700
4427,23019031200
4427,23019031300
4428,23019009000
4429,23009965200
4429,23019009000
4430,23019031000
4431,23009965400
4434,23019011000
4434,23019013500
4435,23019014000
4435,23019015500
4438,23027042000
4441,23021960302
4441,23021960400
4441,23021960301
4442,23021960301
4443,23021960400
4443,23021960600
4443,23021960500
4443,23021960800
4443,23021960302
4444,23019010000
4444,23019012000
4444,23019002000
4448,23019028500
4448,23019021500
4448,23021960800
4449,23019020500
4450,23019031300
4451,23019025500
4451,23003952900
4453,23019028500
4453,23019021500
4454,23029955100
4455,23019024500
4456,23019013500
4456,23019018000
4457,23019026500
4457,23019024500
4457,23019027000
4457,23019029000
4459,23003952900
4459,23019025500
4460,23019031000
4460,23019029000
4460,23019026500
4461,23019008001
4462,23019029000
4462,23019030000
4463,23021960900
4463,23021960800
4464,23021960400
4468,23019021500
4468,23019007100
4468,23019020500
4468,23019007200
4468,23019940000
4468,23019031300
4469,23019006300
4471,23003952900
4472,23009965300
4472,23009965400
4473,23019006200
4473,23019031100
4473,23019006100
4473,23019006300
4474,23019003000
4475,23019022500
4476,23009966400
4478,23025965302
4479,23021960500
4479,23021960600
4481,23021960800
4481,23021960700
4485,23021960301
4485,23021960400
4487,23003952900
4487,23019025500
4488,23019013500
4488,23019015500
4488,23019011000
4489,23019007200
4490,23029955100
4491,23029955100
4492,23029955100
4493,23019028000
4493,23019024500
4495,23019024500
4496,23027047000
4496,23027041000
4497,23019025500
4497,23003952900
4530,23023970500
4530,23023970600
4530,23023970400
4530,23023970700
4535,23015975500
4535,23015975400
4537,23015976200
4537,23015975800
4538,23015975800
4538,23015976200
4539,23015975600
4541,23015975600
4543,23015975300
4543,23015975400
4544,23015975800
4547,23013971000
4548,23023970400
4551,23015975600
4553,23015975400
4554,23015975600
4555,23015975300
4556,23015975400
4558,23015975600
4562,23023970700
4563,23013971000
4564,23015975600
4565,23023970700
4568,23015975700
4570,23015976200
4571,23015975800
4572,23013970400
4572,23015975200
4573,23015975700
4574,23013970300
4575,23015976200
4576,23015976200
4578,23015975500
4579,23023970400
4605,23009965100
4605,23009965504
4605,23009965200
4605,23009966700
4605,23009965503
4606,23029956400
4607,23009965100
4607,23009965700
4607,23009965800
4609,23009965900
4609,23009966700
4611,23029956300
4612,23009966200
4613,23009965800
4614,23009966300
4616,23009966500
4617,23009966500
4619,23029955500
4622,23009965700
4622,23009965100
4622,23029955100
4622,23029956500
4623,23029956400
4623,23029956300
4624,23009965800
4625,23009966100
4626,23029955800
4627,23009966600
4628,23029955800
4628,23029955900
4629,23009966300
4630,23029955900
4630,23029956100
4631,23029955700
4634,23009965100
4634,23009965700
4635,23009966200
4637,23029955100
4640,23009966700
4642,23009966500
4643,23029956400
4644,23009965900
4645,23009966600
4646,23009966100
4648,23029956300
4649,23029956300
4650,23009966600
4652,23029955800
4653,23009966200
4654,23029956200
4654,23029955900
4654,23029955100
4654,23029956300
4655,23029956100
4657,23029955900
4658,23029956500
4660,23009965900
4660,23009966000
4662,23009966000
4664,23009965700
4664,23009965100
4666,23029955900
4667,23029955600
4667,23029955900
4668,23029955100
4668,23029955300
4669,23009965800
4671,23029955600
4672,23009965900
4673,23009966500
4674,23009966200
4675,23009966000
4676,23009966300
4676,23009966500
4677,23009965700
4679,23009966100
4680,23029956500
4681,23009966600
4683,23009966600
4684,23009966300
4684,23009965504
4685,23009966200
4686,23029955100
4691,23029956100
4691,23029955900
4693,23009965800
4694,23029955300
4694,23029955500
4694,23029955900
4694,23029955400
4730,23003952400
4730,23003952900
4730,23003952500
4730,23003952300
4730,23003952600
4732,23003950900
4733,23019029000
4733,23003952900
4734,23003952100
4735,23003952300
4735,23003952100
4736,23003951400
4736,23003951800
4736,23003951200
4736,23003951300
4736,23003951000
4736,23003950100
4737,23003950600
4738,23003951000
4739,23003950100
4739,23003950700
4740,23003951900
4740,23003951700
4742,23003951700
4742,23003951600
4743,23003950600
4743,23003950700
4744,23003950600
4745,23003950400
4745,23003950600
4745,23003950300
4746,23003950200
4747,23003952700
4750,23003950100
4750,23003951600
4750,23003951300
4751,23003951600
4756,23003950300
4757,23003951000
4757,23003952000
4757,23003951100
4758,23003952100
4760,23003952300
4761,23003952500
4761,23003952600
4762,23003950100
4763,23003952600
4764,23003952300
4765,23019029000
4766,23003951000
4768,23003950900
4769,23003952000
4769,23003951900
4769,23003952100
4769,23003951800
4772,23003950400
4773,23003950300
4773,23003950100
4774,23003950700
4775,23003950900
4776,23003952700
4776,23003952900
4777,23003952700
4777,23019029000
4779,23003950100
4780,23003952600
4780,23003952700
4780,23003952300
4781,23003950700
4783,23003950100
4785,23003950200
4785,23003950100
4786,23003951000
4787,23003952100
4841,23013970400
4841,23013970700
4841,23013970600
4843,23013970500
4843,23013970200
4847,23013970300
4848,23027044000
4849,23027043000
4849,23027044000
4849,23027045000
4850,23027044000
4851,23013971100
4852,23015975600
4853,23013971100
4854,23013970800
4855,23013970900
4856,23013970200
4856,23013970700
4856,23013970500
4858,23013970400
4858,23013970800
4859,23013970800
4859,23013970900
4860,23013970800
4860,23013970900
4861,23013970700
4861,23013970400
4861,23013970600
4862,23013970300
4862,23015975200
4863,23013971100
4864,23013970400
4865,23013970500
4901,23011020500
4901,23011023001
4901,23011024200
4901,23011023002
4901,23011025000
4901,23011022000
4901,23011024102
4901,23011024101
4903,23011024102
4910,23011020500
4911,23025966400
4911,23025967000
4912,23025965600
4915,23027047000
4915,23027042000
4915,23027043000
4917,23011016000
4918,23011016000
4920,23025965302
4920,23025966300
4920,23025966200
4921,23027047000
4921,23019012500
4922,23027046002
4923,23025965700
4924,23025966100
4924,23025966000
4925,23025965302
4926,23011020000
4927,23025966000
4927,23011021000
4928,23019015500
4928,23019013000
4928,23019014000
4929,23025965800
4930,23019015000
4930,23025965700
4930,23019015500
4930,23021960600
4932,23019012500
4933,23019013000
4935,23011018000
4936,23007970102
4937,23011024101
4937,23025966800
4938,23007971300
4938,23007971200
4938,23007971400
4938,23025967000
4938,23007971100
4938,23007971000
4939,23019015500
4939,23019031200
4940,23007971200
4941,23027045000
4941,23027046001
4941,23027046002
4942,23025965302
4942,23025965900
4942,23025965600
4942,23021960500
4943,23025966000
4943,23025965900
4944,23025966800
4945,23025965301
4945,23025965302
4947,23007970101
4949,23013970300
4949,23027045000
4950,23025966500
4951,23027041000
4951,23027047000
4952,23027045000
4953,23019013000
4953,23019013500
4954,23025966300
4955,23025967000
4955,23007971100
4955,23007971200
4956,23007971000
4957,23025966500
4957,23025967000
4957,23025966900
4958,23025966400
4958,23025966300
4961,23007970101
4961,23025965302
4961,23025966300
4962,23011020000
4963,23011016000
4963,23011015500
4963,23011025000
4963,23011024200
4964,23007970601
4965,23025965800
4965,23025965900
4966,23007970602
4966,23007971000
4967,23025965900
4967,23025966000
4969,23019013000
4969,23019012500
4970,23007970102
4970,23007970601
4971,23025965700
4973,23027045000
4974,23027042000
4974,23027043000
4975,23025966800
4976,23025966100
4976,23025966600
4976,23025966900
4976,23025966700
4978,23025967000
4978,23011016000
4979,23025966200
4979,23025966500
4981,23027042000
4982,23007970102
4983,23007971000
4983,23007970602
4983,23007970101
4984,23007971000
4984,23007971300
4985,23025965302
4986,23027046002
4986,23027045000
4987,23027046002
4988,23027046002
4988,23027046001
4988,23011020500
4989,23011018000
4992,23007971200
5001,50027965502
5001,50027965000
5001,50027965400
5001,50027965700
5001,50027965600
5001,50027965501
5009,50027965600
5009,50027965501
5030,50027966100
5031,50027965400
5032,50017959500
5032,50017959400
5032,50027965200
5032,50027965400
5032,50027965100
5033,50017959102
5033,50017959000
5033,50017959800
5033,50017959700
5034,50027965900
5035,50027965900
5036,50017959300
5036,50017959400
5036,50017959500
5037,50027965900
5037,50027966000
5038,50017959101
5038,50017959400
5038,50017959102
5038,50017959300
5038,50017959500
5039,50017959102
5039,50017959500
5040,50017959102
5040,50017959000
5040,50017959800
5041,50017959300
5041,50017959400
5042,50005957800
5042,50005957900
5043,50017959600
5045,50017959600
5045,50017959700
5046,50005957900
5046,50017959102
5046,50005957800
5047,50027965502
5048,50027965700
5049,50027965700
5050,50005957900
5051,50017959000
5052,50027965700
5053,50027965400
5054,50017959600
5055,50027965000
5055,50027965400
5055,50017959600
5055,50027965502
5056,50027965900
5058,50017959600
5059,50027965501
5060,50017959300
5060,50023955500
5060,50017959400
5060,50027965200
5061,50017959400
5061,50027965200
5061,50017959500
5061,50017959300
5062,50027966100
5062,50027965900
5065,50027965502
5065,50017959500
5065,50027965000
5065,50027965400
5067,50027965400
5068,50027965100
5068,50027965400
5068,50017959500
5068,50027965200
5069,50005957800
5069,50017959000
5070,50027965400
5070,50017959500
5071,50027965800
5071,50027965700
5072,50017959500
5073,50027965700
5073,50027965800
5074,50017959500
5075,50017959500
5075,50027965000
5075,50017959600
5076,50017959102
5077,50017959500
5079,50017959700
5079,50017959500
5081,50005957800
5081,50017959000
5083,50017959500
5083,50017959700
5083,50017959600
5084,50027965501
5084,50027965400
5085,50017959000
5086,50017959101
5086,50017959102
5088,50027965600
5089,50027966000
5089,50027965700
5089,50027966100
5089,50027965900
5091,50027965400
5091,50027965501
5091,50027965700
5091,50027965800
5091,50027965900
5101,50025967000
5101,50025967100
5101,50025967600
5141,50025967100
5142,50027966200
5143,50025967200
5143,50025967100
5143,50027966200
5143,50027966700
5143,50027966500
5143,50027966600
5146,50025967200
5148,50025967200
5148,50027966500
5148,50025967300
5148,50003970500
5149,50027966300
5149,50027966500
5149,50027966200
5149,50027965900
5150,50027966700
5150,50027966500
5150,50027966600
5151,50027966100
5152,50003970500
5153,50027966200
5153,50027965900
5154,50025967100
5155,50003970500
5155,50025967500
5155,50025967400
5155,50025967300
5156,50027966600
5156,50025967100
5156,50027966100
5156,50027966700
5158,50025967600
5159,50025967600
5161,50027966500
5161,50003970500
5201,50003971200
5201,50003970900
5201,50003970800
5201,50003971100
5201,50003971300
5201,50003971000
5201,50003970600
5201,50025967900
5250,50003970300
5250,50003970600
5250,50003970400
5250,50003970700
5251,50003970200
5251,50021964200
5251,50003970300
5252,50003970600
5252,50003970700
