zip,tract
953,72135510502
953,72135510200
953,72137122001
953,72021031121
953,72135510602
953,72135510300
953,72137121702
953,72137121802
953,72135510101
953,72137122002
953,72135510503
956,72021031032
956,72021031632
956,72021032301
956,72021031622
956,72021031703
956,72127003501
956,72021031023
956,72021031651
956,72021031501
956,72021031702
956,72021031403
956,72021031121
956,72021032302
956,72021031701
956,72021031202
956,72025200303
956,72021030700
956,72021031305
956,72021031401
956,72127005500
956,72021031203
956,72025200304
956,72021031201
956,72021031301
956,72021030300
956,72021031641
956,72127006700
956,72021031503
956,72033020200
956,72021031612
956,72021031125
956,72021031101
956,72021031621
956,72021031033
956,72021031502
956,72021031113
956,72021031402
956,72021031611
956,72021031704
956,72127009800
956,72021031800
956,72021031304
956,72127009903
956,72021031307
956,72033020422
956,72139060222
956,72021031306
956,72021031631
957,72021031201
957,72021031005
957,72127003501
957,72127005403
957,72021031800
957,72021031306
957,72021031612
957,72021031033
957,72021030104
957,72021031122
957,72021031301
957,72021031004
957,72135510504
957,72021031305
957,72021031502
957,72021030901
957,72021030103
957,72021031203
957,72021031402
957,72021031113
957,72021031703
957,72127005102
957,72021030300
957,72139060222
957,72021030800
957,72021031114
957,72021031125
957,72021031121
957,72021031123
957,72021031013
957,72127010012
957,72033020500
957,72021031202
957,72021031307
957,72021031631
957,72021031101
957,72021031023
957,72021031503
957,72021031701
957,72127009121
957,72127005500
957,72021031621
957,72127010042
957,72021030904
957,72127004600
957,72021030902
957,72021030903
957,72021031501
957,72127004500
957,72021031304
957,72021031403
957,72139060212
958,72021031402
959,72021031621
959,72127005102
959,72021030200
959,72021031800
959,72021031013
959,72021031122
959,72061040411
959,72127004600
959,72021031502
959,72021031305
959,72127004400
959,72021031703
959,72061040421
959,72021031403
959,72021031306
959,72021031123
959,72127000900
959,72021031021
959,72021031701
959,72127010012
959,72021030901
959,72021031033
959,72021031631
959,72021032301
959,72021031011
959,72127009904
959,72021031307
959,72021030700
959,72021030904
959,72021031203
959,72021030902
959,72139060213
959,72139060104
959,72139060211
959,72021031202
959,72021031023
959,72021031032
959,72021031402
959,72021031501
959,72021031503
959,72021030903
959,72021030300
959,72127003902
959,72021031612
959,72127006300
959,72127004200
959,72021031201
959,72021030103
959,72139060222
959,72021030800
959,72021030105
959,72021030104
959,72127002300
959,72021031622
959,72127010042
959,72139060102
960,72021031501
961,72021031704
961,72021031203
961,72127010002
961,72127010001
961,72021031032
961,72021031033
961,72127001302
961,72021031004
961,72021031031
961,72021031503
961,72021031202
961,72021031501
961,72021031113
961,72127009400
961,72021031403
961,72033020500
961,72021031021
961,72127004500
961,72021031800
961,72021031701
961,72033020200
961,72021030800
961,72127005102
961,72127010032
961,72021031011
961,72021030101
961,72021030700
961,72021031005
961,72139060211
961,72033020427
961,72021031101
961,72021030300
961,72021031621
961,72033020423
961,72021031502
961,72127007004
961,72033020302
961,72127003501
961,72021031023
961,72033020426
961,72021031305
961,72127005500
961,72021031306
962,72127009603
962,72033980007
962,72033020427
962,72127004400
962,72127002100
962,72127003700
962,72033020500
962,72033020200
962,72033020423
962,72033020425
962,72127006600
962,72127007700
962,72127002200
962,72127003501
962,72021030105
962,72127006700
962,72139060211
962,72033020302
962,72033020403
962,72033980003
962,72021031125
962,72127008900
962,72033020422
962,72061040102
962,72033980006
962,72061040103
962,72021031032
962,72127006000
962,72127003902
962,72033020426
963,72033020200
965,72061040500
965,72061040303
965,72061040101
965,72061040103
965,72127009901
965,72061040102
965,72061040304
965,72061040403
965,72061040200
966,72061040200
966,72061040421
966,72061040900
966,72061040303
966,72061040411
966,72061040302
966,72061040422
966,72061040304
966,72127010200
966,72061040500
966,72061040301
966,72061040101
968,72061040421
968,72127007300
968,72061040101
968,72061040302
968,72061040301
968,72127009901
968,72061040200
969,72061040303
969,72061040442
969,72127010200
969,72061040602
969,72061040432
969,72061040421
969,72061040304
969,72061040103
969,72061040900
969,72061041100
969,72061040302
969,72061040500
969,72061040102
969,72139060103
969,72021030104
969,72127009901
969,72061040412
969,72061040601
969,72061040411
969,72127009902
969,72061040422
969,72061040101
969,72061040200
969,72061040403
970,72061040500
971,72061040500
971,72061040304
971,72061040403
971,72061040301
971,72061040601
975,72127004500
976,72139060103
976,72139060403
976,72033020200
976,72139060102
976,72139060212
976,72139060223
976,72139060104
976,72127005401
976,72021031502
976,72139060213
976,72033020500
976,72127010042
976,72021030300
976,72021031023
976,72127000506
976,72127008602
976,72021031013
976,72127005500
976,72139060404
976,72139060222
976,72021030800
976,72139060301
976,72031050402
976,72139060211
976,72021031203
976,72139060302
976,72127009122
976,72021031306
977,72033020200
979,72031980003
979,72031050103
979,72031050110
979,72031050105
979,72031050106
979,72031051102
979,72031050111
979,72031050107
981,72031980003
982,72031050302
982,72031050311
982,72031050222
982,72031050402
982,72031050321
982,72031050221
982,72031050331
982,72031050341
983,72031050241
983,72031050302
983,72031050221
983,72031050211
983,72031050600
983,72031050212
983,72031050231
983,72031050222
983,72031050831
983,72031050321
983,72031050103
983,72031050232
983,72031050242
984,72031050222
985,72031050811
985,72031050501
985,72031050812
985,72031050822
985,72031050821
985,72031050212
985,72031050803
985,72031050841
985,72031050831
985,72031050503
985,72031050700
985,72031050231
985,72031050901
985,72031050600
986,72031050700
987,72127005401
987,72031050501
987,72031050902
987,72031050503
987,72139060104
987,72031051103
987,72031050402
987,72031050211
987,72031051102
987,72031050841
987,72029100502
987,72031050504
987,72031050901
987,72031050231
987,72031051104
987,72031050302
988,72031050232
1001,25013813205
1001,25013813208
1001,25013813204
1001,25013813207
1001,25013813206
1001,25013813209
1002,25015820202
1002,25011040600
1002,25015820801
1002,25015820802
1002,25015820400
1002,25015820700
1002,25015820300
1002,25015820600
1002,25015821400
1002,25015820500
1003,25015820300
1003,25015820400
1003,25015821400
1003,25015820500
1004,25015820500
1005,25027721101
1005,25027722100
1005,25027704200
1007,25015820202
1007,25015820204
1007,25015820203
1008,25013813000
1008,25003933400
1009,25013810200
1010,25013813802
1010,25027761100
1010,25013810100
1010,25013813801
1011,25015822700
1011,25013813000
1012,25015822605
1013,25013811200
1013,25013810800
1013,25013811301
1013,25013811101
1013,25013811102
1013,25013810901
1013,25013811000
1013,25013800400
1013,25013810902
1014,25013810901
1020,25013811101
1020,25013811200
1020,25013811000
1020,25013810800
1020,25013810601
1020,25013800300
1020,25013810700
1020,25013810602
1020,25013811302
1020,25013811301
1021,25013810800
1022,25013811302
1022,25013810601
1022,25013810602
1026,25015822605
1026,25015822700
1026,25003931400
1027,25015821700
1027,25015822200
1027,25015822402
1027,25015822401
1027,25015822500
1027,25015822300
1027,25015822603
1028,25013813404
1028,25013802500
1028,25013813403
1028,25013813401
1028,25013813500
1028,25013802602
1029,25003933400
1030,25013813206
1030,25013813205
1030,25013813204
1030,25013813207
1031,25027723100
1032,25011041501
1032,25015822606
1033,25015821300
1033,25013811302
1033,25015820900
1034,25013813000
1035,25015821400
1036,25013813500
1037,25027723100
1038,25015821500
1039,25015821500
1039,25015822606
1039,25011040800
1040,25013812001
1040,25013811600
1040,25013812104
1040,25013811400
1040,25013811900
1040,25013811800
1040,25013812202
1040,25013812103
1040,25013811700
1040,25013812002
1040,25013812101
1040,25013811500
1041,25013812103
1041,25013811700
1050,25015822700
1050,25013813000
1050,25015822601
1053,25015821700
1054,25011040600
1054,25011040800
1054,25011040702
1056,25013810414
1056,25013810404
1056,25013810412
1056,25013810403
1056,25013810602
1057,25013813802
1057,25013813702
1057,25013813701
1057,25013813801
1059,25015820300
1060,25015821901
1060,25015822000
1060,25015821904
1060,25015822200
1060,25015821903
1060,25015821601
1060,25015821602
1061,25015821904
1062,25015821700
1062,25015821901
1062,25015821903
1062,25015822200
1062,25015821601
1062,25015821602
1063,25015821903
1063,25015822000
1063,25015821901
1063,25015821904
1066,25015821500
1068,25027721101
1068,25027723100
1069,25013810100
1069,25013810300
1069,25013810200
1069,25013813701
1069,25015820101
1069,25013813601
1069,25013813702
1070,25011040100
1070,25015822700
1070,25003931400
1071,25013813000
1072,25011040600
1073,25013812500
1073,25015822500
1074,25027722100
1075,25015820900
1075,25015821100
1075,25015821200
1075,25015821300
1075,25015821000
1077,25013812902
1077,25013813102
1077,25013813101
1079,25013810200
1080,25013810300
1081,25013813801
1081,25013813802
1082,25015820102
1082,25015820101
1082,25013810100
1082,25027723100
1083,25027761100
1084,25015822605
1085,25013812702
1085,25013812701
1085,25013812800
1085,25013812903
1085,25013812600
1085,25013813000
1085,25013812500
1085,25013812902
1085,25013812901
1088,25015821500
1089,25013812404
1089,25013812201
1089,25013812202
1089,25013812401
1089,25013812403
1089,25013812300
1090,25013812201
1092,25027761100
1093,25011040800
1094,25027723100
1095,25013813602
1095,25013813601
1095,25013810300
1096,25015822605
1096,25015822606
1096,25011041501
1097,25013813000
1098,25015822700
1098,25015822605
1101,25013801101
1103,25013801902
1103,25013801101
1103,25013801102
1103,25013810800
1103,25013801200
1103,25013800900
1104,25013800201
1104,25013800300
1104,25013800500
1104,25013800700
1104,25013801300
1104,25013800400
1104,25013800900
1104,25013800202
1104,25013801101
1104,25013800800
1104,25013801401
1104,25013810700
1105,25013802100
1105,25013802000
1105,25013801300
1105,25013801101
1105,25013801102
1105,25013801901
1105,25013801800
1105,25013801200
1105,25013801902
1106,25013813303
1106,25013813304
1106,25013802100
1106,25013813301
1107,25013800500
1107,25013800400
1107,25013810902
1107,25013800900
1107,25013800600
1107,25013800800
1107,25013800700
1108,25013802602
1108,25013813401
1108,25013802200
1108,25013801901
1108,25013802300
1108,25013802100
1108,25013802000
1108,25013802601
1109,25013801601
1109,25013801401
1109,25013801300
1109,25013801501
1109,25013801800
1109,25013801502
1109,25013801700
1109,25013801402
1109,25013801602
1111,25013801501
1115,25013801101
1116,25013813304
1118,25013801605
1118,25013802500
1118,25013801601
1118,25013802400
1119,25013801602
1119,25013801502
1119,25013801501
1119,25013801601
1119,25013801503
1128,25013801604
1128,25013801605
1129,25013801601
1129,25013801503
1129,25013801604
1129,25013801605
1129,25013801603
1129,25013801602
1138,25013802200
1139,25013801401
1144,25013801101
1151,25013800101
1151,25013800102
1151,25013800202
1152,25013800202
1199,25013801902
1199,25013800500
1199,25013801101
1199,25013800600
1201,25003900600
1201,25003911100
1201,25003900300
1201,25003901100
1201,25003900900
1201,25003900500
1201,25003900800
1201,25003912100
1201,25003900700
1201,25003900100
1201,25003935200
1201,25003900400
1201,25003900200
1201,25003935100
1202,25003900100
1220,25003922300
1220,25003922100
1220,25003922200
1222,25003926100
1223,25003932200
1223,25003933400
1223,25003932300
1223,25013813000
1224,25003911100
1225,25003911100
1225,25003923100
1226,25003932300
1226,25003912100
1226,25003900800
1227,25003912100
1229,25003924100
1230,25003933300
1230,25003933200
1230,25003934300
1230,25003925100
1230,25003926100
1235,25003931400
1235,25015822700
1235,25003932300
1236,25003925100
1236,25003924100
1236,25003934200
1237,25003911100
1237,25003935100
1238,25003933400
1238,25003932200
1238,25003914100
1238,25003924100
1238,25003913100
1238,25003933200
1240,25003914100
1240,25003913100
1240,25003924100
1242,25003913100
1243,25015822700
1244,25003933300
1245,25003933200
1245,25003933400
1247,25003931300
1247,25003921300
1247,25003935300
1247,25003921400
1247,25011040100
1247,25003921500
1247,25003931100
1253,25003933400
1254,25003934200
1254,25003935100
1254,25003913100
1255,25003933300
1255,25003933400
1256,25003931400
1256,25003931300
1257,25003933300
1257,25003926100
1258,25003934300
1259,25003933300
1260,25003914100
1262,25003914100
1262,25003924100
1263,25003924100
1264,25003933200
1266,25003934300
1266,25003924100
1266,25003934200
1267,25003920101
1267,25003920102
1267,25003935100
1270,25003912100
1270,25003931400
1301,25011041300
1301,25011041100
1301,25011041200
1301,25011041502
1301,25011041000
1301,25011040900
1301,25011041400
1301,25011040200
1302,25011041300
1330,25015822606
1330,25015822700
1330,25011041501
1330,25011041502
1331,25027704200
1331,25027705100
1331,25011040502
1331,25027703300
1331,25027703200
1331,25027703100
1331,25027702200
1337,25011040200
1338,25011041502
1339,25011041502
1339,25011041501
1339,25011040100
1340,25011041502
1340,25011040100
1341,25011040800
1341,25011041501
1342,25011040900
1343,25003931300
1343,25011040100
1344,25011040400
1346,25011040100
1347,25011040702
1349,25011040702
1349,25011040400
1350,25011040100
1351,25011040600
1351,25011040702
1354,25011040702
1354,25011040200
1355,25011040600
1360,25011040300
1360,25011040400
1364,25011040400
1364,25027702200
1364,25011040501
1364,25027703100
1364,25011040600
1364,25011040502
1366,25027703300
1366,25027704200
1367,25003931300
1367,25011040100
1368,25027702200
1368,25027703200
1370,25011040900
1370,25011040100
1370,25011041502
1370,25011041501
1373,25011040800
1373,25011040900
1375,25011040800
1376,25011040701
1376,25011040702
1378,25011040400
1379,25011040400
1380,25011040400
1420,25027710500
1420,25027709100
1420,25027710300
1420,25027709701
1420,25027710800
1420,25027710100
1420,25027712101
1420,25027710700
1420,25027710600
1420,25027710200
1420,25027710400
1420,25027711000
1420,25027711100
1430,25027707500
1430,25027700100
1431,25027711100
1431,25017300100
1432,25017324102
1432,25017326101
1432,25017325100
1434,25017325100
1434,25017388200
1434,25027761400
1436,25027707400
1436,25027705100
1438,25027705100
1440,25027707400
1440,25027707100
1440,25027700100
1440,25027707200
1440,25027707300
1440,25027705100
1440,25027701100
1440,25027707500
1450,25017326101
1450,25017326102
1450,25017324102
1450,25017327103
1450,25017325100
1451,25027761400
1451,25017388100
1451,25017324102
1452,25027721102
1452,25027706100
1453,25027710100
1453,25027709502
1453,25027709702
1453,25027709400
1453,25027709202
1453,25027713100
1453,25027710200
1453,25027709501
1453,25027709701
1453,25027709600
1453,25027709100
1453,25027709201
1460,25017324102
1460,25017318200
1460,25017324101
1460,25027761400
1460,25017318300
1462,25027712101
1462,25027712102
1462,25027709502
1462,25027709501
1462,25017388200
1463,25017327103
